geoid,total,hispanic,white,black,indian,asian,pacific
132219602012,1255,4,1060,175,0,0,0
132219602013,2400,165,2005,215,0,0,0
132219602021,1165,0,860,290,0,0,0
132219602022,815,0,650,135,0,4,0
132219602023,1890,30,1505,310,0,25,0
132219603001,1405,4,1130,270,0,0,0
132231201011,5890,335,5000,540,0,0,0
132231201012,3680,70,3010,320,0,115,0
132231201013,1510,160,1260,70,0,0,0
132231201021,5375,555,3820,875,95,30,0
132231201022,4630,315,3575,700,25,0,0
132231201031,1970,15,1750,205,0,0,0
132231201032,5895,245,4890,605,0,80,0
132231201041,2375,30,2290,35,0,0,0
132231202021,3055,200,2125,705,0,0,0
132231202022,2080,435,1035,395,0,0,0
132231202031,1945,35,1850,25,25,0,0
132231202032,2220,65,1930,205,20,0,0
132231202041,3845,90,2660,890,0,0,0
132231202042,2200,65,1965,85,0,0,0
132231203011,3220,240,2110,845,0,0,0
132231203012,1250,30,1000,140,75,0,0
132231203021,930,0,755,170,0,0,0
132231203022,2810,140,2395,275,0,0,0
132231203023,2940,110,1690,1055,0,0,0
132231203024,2110,0,1490,530,0,0,60
132231203031,1245,35,1155,45,0,0,0
132231204001,3735,70,3035,445,0,0,0
132231204002,4105,185,3220,700,0,0,0
132231204003,1545,0,1155,390,0,0,0
132231204004,2610,0,2300,70,0,240,0
132231205011,3270,160,2340,750,0,0,0
132231205012,2175,0,935,1130,0,0,0
132231205021,1360,110,880,325,0,0,0
132231205022,1230,50,980,200,0,0,0
132231205023,2215,115,1815,135,0,120,0
132231205024,850,0,770,80,0,0,0
132231205025,1025,125,735,90,0,0,0
132231205031,2845,135,2295,320,0,45,0
132231205032,1025,4,845,170,0,0,0
132231206011,1800,90,770,815,0,50,0
132231206012,1740,70,995,630,0,0,0
132231206021,1005,0,580,340,0,0,0
132231206022,1760,0,1085,645,10,20,0
132231206023,2385,235,1710,440,0,0,0
132231206024,2005,230,1120,655,0,0,0
132231206031,2995,65,2050,720,85,0,0
132231206032,2620,35,1010,1550,0,30,0
132231206041,1215,30,835,315,0,0,0
132231206042,2700,185,1975,530,0,0,0
132231206051,3460,10,3035,375,0,0,0
132231206052,695,55,340,260,0,0,0
132250401011,1150,15,990,120,4,0,0
132250401021,2575,0,1440,1135,0,0,0
132250401022,1665,0,1665,0,0,0,0
132250401023,3205,75,2295,790,0,20,25
132250401024,715,45,425,205,15,0,0
132250402001,1225,25,540,665,0,0,0
132250402002,1650,220,530,885,0,0,0
132250403011,1440,245,645,540,0,0,0
132250403012,670,50,325,295,0,0,0
132250403021,1655,75,530,1045,0,0,0
132250404001,3310,15,675,2575,0,20,0
132250404002,1330,25,0,1310,0,0,0
132270501001,2045,25,1730,100,0,0,0
132270501002,1675,15,1580,0,0,0,0
132270501003,1160,0,1045,4,0,0,0
132270502001,1345,0,1290,55,0,0,0
132270502002,1875,35,1645,60,0,40,0
132270502003,730,0,580,0,0,0,0
132270502004,1330,135,1125,50,0,0,0
132270503001,1250,0,1145,0,15,0,0
132270503002,2200,25,2060,0,10,0,0
132270504001,1105,10,945,25,0,0,0
132270504002,1820,0,1500,0,165,0,0
132270505001,1375,75,1180,10,0,0,0
132270505002,2330,85,2055,10,25,10,15
132270506001,1355,0,1220,0,0,0,0
132270506002,465,15,455,0,0,0,0
132270506003,1585,0,1460,0,0,0,0
132270506004,990,10,945,10,0,4,0
132299601001,1180,65,1045,70,0,0,0
132299601002,1160,4,1105,45,4,0,0
132299602001,615,15,550,35,0,0,0
132299602002,735,10,660,60,0,0,0
132299603001,1770,0,1755,15,0,0,0
132299603002,1180,0,1000,135,50,0,0
132299603003,870,0,220,650,0,0,0
132299603004,950,0,925,25,0,0,0
132299604001,985,20,950,0,0,0,0
132299604002,1155,4,1015,125,0,0,0
132299604003,885,0,855,15,15,0,0
132299604004,2585,80,2280,215,10,0,0
132310101001,2155,45,1775,285,0,0,0
132310101002,1980,0,1820,150,0,0,0
132310101003,1435,4,1130,305,0,0,0
132310102001,2625,65,2325,130,0,25,0
132310103001,1395,20,1175,200,0,0,0
132310103002,1660,4,1430,210,0,0,0
132310104001,1415,15,1350,45,0,0,0
132310104002,1210,0,1170,30,0,15,0
132330101001,1070,20,1010,0,0,0,0
132330101002,935,10,865,15,0,0,0
132330101003,1285,15,960,305,0,0,0
132330101004,1330,0,1230,95,0,0,0
132330102001,940,70,875,0,0,0,0
132330102002,1240,35,1095,35,0,75,0
132330102003,1535,20,1355,120,0,0,0
132330102004,1075,120,875,80,0,0,0
132330102005,820,100,455,265,0,0,0
132330103001,1095,25,910,25,0,0,0
132330103002,1155,0,1005,135,0,0,0
132330103003,875,305,510,60,0,0,0
132330104001,1130,35,1070,10,0,0,4
132330104002,590,0,555,35,0,0,0
132330104003,700,175,480,35,0,0,0
132330104004,910,165,555,195,0,0,0
132330104005,365,0,175,185,0,0,0
132330105001,1260,10,1210,40,0,0,0
132330105002,620,0,570,50,0,0,0
132330105003,475,40,40,395,0,0,0
132330105004,630,60,430,140,0,0,0
132330105005,480,145,325,15,0,0,0
132330105006,895,0,555,335,0,0,0
132330106001,490,0,375,115,0,0,0
132330106002,880,0,815,55,0,15,0
132330106003,1360,0,1260,100,0,0,0
132330106004,875,0,615,215,0,45,0
132330107001,1225,0,990,225,0,0,0
132330107002,635,0,610,25,0,0,0
132330107003,810,0,730,80,0,0,0
132330107004,825,0,505,320,0,0,0
132330107005,670,0,535,135,0,0,0
132359501001,2035,15,970,1045,0,0,0
132359501002,810,45,615,155,0,0,0
132359502001,1530,0,1405,35,0,20,0
132359502002,1110,0,0,1110,0,0,0
132359502003,735,25,190,520,0,0,0
132359502004,180,0,180,4,0,0,0
132359502005,470,4,255,185,15,0,0
132359502006,1175,150,1025,0,0,0,0
132359503001,1215,0,840,370,0,10,0
132379601011,890,4,880,10,0,0,0
132379601012,465,45,390,30,0,0,0
132379601013,1170,0,1105,45,0,20,0
132379601021,2415,45,2220,150,0,0,0
132379601022,2025,145,1400,455,0,0,0
132379602011,910,45,485,320,0,40,0
132379602021,535,0,360,175,0,0,0
132379602022,1450,25,155,1255,0,15,0
132379602023,955,0,140,815,0,0,0
132379602024,640,115,330,195,0,0,0
132379602025,260,0,0,260,0,0,0
132379602026,665,0,650,10,0,0,0
132379602027,310,0,275,25,0,0,0
132379603001,1055,25,845,185,0,0,0
132379603002,1390,0,1105,285,0,0,0
132379603003,985,0,940,40,0,0,0
132379603004,675,0,600,70,0,0,0
132399603001,1055,10,345,665,0,25,4
132399603002,675,0,325,310,0,0,0
132419701001,600,4,600,0,0,0,0
132419701002,1290,0,1145,115,0,30,0
132419701003,1625,145,1410,15,55,0,0
132419701004,1010,20,910,0,0,35,0
132419702011,1780,145,1620,10,0,0,0
132419702012,510,0,485,0,0,0,0
132419702013,595,0,595,0,0,0,0
132419702021,1170,15,1160,0,0,0,0
132419702022,745,0,680,65,0,0,0
132419703011,615,0,615,0,0,0,0
132419703012,445,0,445,0,0,0,0
132419703013,1540,35,1445,30,0,0,0
132419703021,1330,45,1230,55,0,0,0
132437901001,785,4,505,270,0,0,0
132437901002,445,0,170,275,0,0,0
132437902001,460,0,225,235,0,0,0
132437902002,1205,0,520,685,0,0,0
132437902003,1045,30,225,790,0,0,0
132437902004,730,0,355,375,0,0,0
132437902005,515,0,55,460,0,0,0
132450001001,670,45,455,140,0,25,0
132450001002,780,20,445,285,0,10,0
132450001003,535,10,430,100,0,0,0
132450001004,610,0,125,440,0,45,0
132450001005,530,45,425,65,0,0,0
132450002001,855,45,550,235,0,0,0
132450002002,530,4,190,325,0,0,0
132450002003,715,10,305,335,0,4,0
132450003001,435,30,225,170,10,0,0
132450003002,345,20,125,200,0,0,0
132450006001,660,40,305,315,0,0,0
132450006002,820,0,320,495,0,0,0
132450006003,640,0,30,605,0,0,0
132450007001,360,0,55,290,0,0,0
132450007002,590,0,10,580,0,0,0
132450009001,505,0,15,495,0,0,0
132450009002,120,35,45,30,0,10,0
132450009003,445,0,0,445,0,0,0
132450010001,405,10,210,170,0,0,10
132450010002,420,10,360,15,0,0,0
132450010003,590,10,455,130,0,0,0
132450010004,675,60,185,390,0,35,0
132450011001,635,45,530,25,0,15,0
132450011002,545,4,495,35,0,10,0
132450012001,385,0,260,105,0,0,0
132450012002,635,0,595,40,0,0,0
132450012003,965,0,30,935,0,0,0
132450012004,500,45,45,410,0,0,0
132450012005,1025,25,470,510,0,20,0
132450012006,335,0,335,0,0,0,0
132450013001,715,50,345,290,4,0,0
132450013002,650,30,130,485,0,0,0
132450014001,390,10,4,375,0,0,0
132450014002,535,0,20,515,0,0,0
132450014003,85,4,0,80,0,0,0
132450015001,295,0,30,265,0,0,0
132450015002,350,0,4,345,0,0,0
132450016011,1635,60,145,1385,0,35,0
132450016012,910,30,315,570,0,0,0
132450016013,415,0,25,385,0,0,0
132450016021,1435,30,1310,40,0,25,10
132450016022,705,0,655,45,0,0,0
132450016023,975,0,295,680,0,0,0
132450101011,1105,10,945,125,0,30,0
132450101012,870,30,650,165,0,0,0
132450101041,1030,15,855,105,0,30,0
132450101042,1040,80,470,205,0,260,0
132450101043,770,0,495,260,0,15,0
132450101051,895,10,495,380,15,0,0
132450101052,1475,120,1175,155,0,20,0
132450101053,1060,75,925,50,0,10,0
132450101061,700,0,525,160,0,0,0
132450101062,1830,30,955,820,0,25,0
132450101063,1090,170,320,590,0,10,0
132450101071,1200,20,670,355,0,90,0
132450101072,640,15,365,170,0,75,0
132450102011,1305,70,880,245,0,55,0
132450102012,620,40,500,60,0,20,0
132450102013,1780,65,1365,215,0,110,0
132450102031,1175,0,390,790,0,0,0
132450102032,1060,0,420,535,0,4,0
132450102033,995,50,245,680,0,20,0
132450102041,5390,160,1340,3705,70,120,0
132450102042,995,15,590,305,0,20,0
132450102043,2540,195,1160,1090,0,30,0
132450102044,3570,230,1345,1945,0,35,0
132450103001,705,0,4,700,0,0,0
132450103002,540,4,85,420,25,0,0
132450103003,1215,0,120,1100,0,0,0
132450103004,430,0,150,265,0,0,0
132450103005,930,0,260,665,0,0,0
132450104001,360,0,0,360,0,0,0
132450104002,540,0,25,520,0,0,0
132450104003,415,0,50,350,0,0,0
132450104004,325,0,170,135,4,0,0
132450104005,490,30,35,420,0,4,0
132450105041,705,50,290,365,0,0,0
132450105042,1600,50,190,1360,0,0,0
132450105043,760,0,165,595,0,0,0
132450105044,1450,70,495,805,0,25,0
132450105061,805,0,210,570,0,0,0
132450105062,1065,15,225,825,0,0,0
132450105063,1235,0,645,580,0,0,0
132450105071,1415,0,325,1080,0,10,0
132450105072,700,0,280,420,0,0,0
132450105073,2105,0,265,1805,40,0,0
132450105074,540,10,45,480,0,10,0
132450105081,1585,70,575,915,0,0,0
132450105082,1050,0,350,615,15,20,0
132450105091,1015,0,725,255,0,0,0
132450105092,2105,100,450,1535,0,25,0
132450105101,625,15,210,400,0,0,0
132450105102,290,0,175,105,15,0,0
132450105103,1465,120,835,505,0,0,0
132450105104,675,0,425,250,0,0,0
132450105111,2080,25,560,1450,0,20,0
132450105112,1090,0,475,605,0,4,0
132450105121,1200,10,150,965,0,0,0
132450105122,1510,0,295,1210,0,0,0
132450105123,1150,25,60,1050,0,0,0
132450105131,1990,25,225,1735,0,0,0
132450105132,440,35,120,250,0,0,0
132450106001,970,0,195,770,0,0,0
132450106002,1160,0,20,1140,0,0,0
132450106003,1390,0,30,1355,0,4,0
132450106004,200,0,35,145,0,0,0
132450107061,1800,70,695,1020,0,10,0
132450107062,1690,40,730,840,0,0,0
132450107063,590,10,185,395,0,0,0
132450107071,1640,15,220,1310,0,75,0
132450107072,535,30,60,355,30,20,0
132450107081,1010,75,60,825,30,0,0
132450107082,1410,100,115,1055,0,40,95
132450107083,2275,90,60,2070,20,35,0
132450107091,2020,75,190,1755,0,0,0
132450107092,2365,195,110,2020,0,15,0
132450107101,1435,90,455,825,0,45,0
132450107102,735,135,185,305,100,15,0
132450107103,1915,150,540,1125,0,20,80
132450107111,1085,95,135,800,0,4,0
132450107112,1745,30,490,1040,0,135,0
132450107121,1600,95,145,1265,0,45,0
132450107122,3000,100,220,2650,0,30,0
132450107123,2460,100,125,2140,0,25,0
132450108001,1080,190,615,235,0,15,0
132450108002,1485,285,665,450,0,4,40
132450108003,3070,605,1570,520,25,160,0
132450108004,570,65,325,120,0,15,0
132450109031,1565,75,1175,240,10,0,0
132450109032,2145,155,1310,640,0,0,0
132450109041,770,40,570,135,20,0,0
132450109042,2140,75,1085,890,0,80,0
132450109051,1210,0,1040,150,10,0,0
132450109052,1950,45,1610,230,30,0,0
132450109053,675,10,455,210,0,0,0
132450109061,1105,0,825,255,0,30,0
132450109062,1380,75,1100,210,0,0,0
132450109063,2135,90,1325,700,0,0,0
132450110001,565,35,210,285,0,0,0
132450110002,990,0,690,300,0,0,0
132470601011,360,25,275,60,0,0,0
132470601012,995,95,835,60,0,0,0
132470601013,1210,15,715,480,0,0,0
132470601021,605,20,500,85,0,0,0
132470601022,520,0,435,85,0,0,0
132470601023,3190,245,1575,1365,0,10,0
132470602011,885,685,145,40,0,0,0
132470602012,840,45,365,385,0,20,0
132470602013,740,125,280,320,0,15,0
132470602021,1670,20,505,1005,45,0,0
132470602022,2215,185,660,1340,0,35,0
132470602023,1445,0,350,930,0,140,0
132470602024,2310,65,760,1460,0,0,0
132470603041,635,75,230,315,0,0,0
132470603042,1400,0,480,920,0,0,0
132470603043,1930,45,320,1490,0,75,0
132470603044,425,45,215,165,0,0,0
132470603051,970,50,275,585,0,35,0
132470603052,1205,55,260,865,0,10,0
132470603053,1530,50,385,1080,0,15,0
132470603061,2305,55,485,1745,0,0,0
132470603071,1470,20,175,1235,0,45,0
132470603072,2495,110,470,1665,0,235,0
132470603073,3345,35,650,2490,0,60,0
132470603074,915,0,205,570,0,50,45
132470603081,3085,165,980,1850,0,0,0
132470603082,1380,0,675,685,0,0,0
132470603083,970,75,90,790,0,0,0
132470603091,1530,110,370,1015,0,35,0
132470603092,960,0,110,825,0,25,0
132470603093,1770,275,785,715,0,0,0
132470604031,1685,0,530,1105,0,10,0
132470604032,475,0,385,90,0,0,0
132470604033,545,0,485,65,0,0,0
132470604041,1480,115,730,475,0,90,0
132470604042,1480,0,800,665,15,0,0
132470604043,1665,30,785,810,0,35,0
132470604051,1825,70,870,820,0,60,0
132470604052,1955,145,695,1115,0,0,0
132470604053,940,60,500,365,0,0,15
132470604061,965,0,535,420,0,0,0
132470604062,2085,135,820,985,0,90,0
132470604063,1355,45,790,485,0,35,0
132470604071,835,45,510,260,0,15,0
132470604072,1165,0,635,530,0,0,0
132470604073,545,4,400,140,0,0,0
132499601001,890,35,545,310,0,0,0
132499601002,1215,25,725,450,0,0,0
132499602001,1835,185,1375,275,0,0,0
132519702001,755,0,475,280,4,0,0
132519702002,430,0,160,235,0,35,0
132519703001,905,55,490,350,0,0,0
132519703002,1195,0,480,705,0,4,0
132519703003,770,10,230,520,0,0,0
132519703004,275,0,170,100,0,10,0
132519704001,810,0,795,15,0,0,0
132519704002,990,10,585,395,0,0,0
132519704003,760,0,235,525,4,0,0
132519704004,710,20,475,215,0,0,0
132519705001,925,15,610,300,0,0,0
132519705002,1025,0,685,335,4,0,0
132519706001,810,0,450,330,15,20,0
132519706002,540,4,385,150,0,0,0
132532001001,795,90,665,40,0,0,0
132532001002,770,30,670,55,0,0,0
132532001003,630,35,475,110,0,4,0
132532002001,960,0,360,590,0,0,0
132532002002,740,25,195,515,0,0,0
132532002003,665,0,505,100,0,65,0
132532003001,765,0,680,35,0,0,0
132532003002,520,0,425,95,0,0,0
132532003003,720,0,260,460,0,0,0
132551601001,2310,75,1865,345,0,0,0
132551601002,735,0,570,75,0,70,0
132551601003,945,105,625,200,0,0,0
132551602001,1155,0,1090,60,0,0,0
132551602002,1510,0,1125,305,65,15,0
132551602003,3530,35,2945,520,0,0,0
132551603001,845,0,465,370,10,0,0
132551603002,1555,0,45,1505,0,0,0
132551604001,1525,0,975,550,0,0,0
132551604002,1260,95,455,710,0,0,0
132551604003,270,0,40,230,0,0,0
132551604004,105,40,0,65,0,0,0
132551604005,845,0,265,560,0,0,0
132551605001,2520,100,1195,1170,35,0,0
132551605002,2150,80,1250,755,0,55,0
132551606001,1330,20,1265,35,0,0,0
132551606002,1885,50,1735,100,0,0,0
132551607001,1930,0,1305,605,25,0,0
132551607002,975,60,245,670,0,0,0
132551607003,3080,90,1320,1630,0,0,0
132551608001,810,0,195,615,0,0,0
132551608002,630,70,190,370,0,0,0
132551608003,1475,55,315,1090,10,10,0
132551609001,375,35,285,50,0,0,0
132551609002,765,60,475,215,20,0,0
132551609003,655,0,265,380,0,0,0
132551610001,705,25,515,165,0,0,0
132551610002,1430,40,1155,190,45,0,0
132551610003,1925,0,1700,210,0,0,0
132551611001,875,70,805,0,0,0,0
132551611002,2280,20,1715,425,0,25,0
132551612001,2065,100,1785,65,0,115,0
132551612002,285,0,10,275,0,0,0
132551612003,900,0,110,790,0,0,0
132551612004,3185,0,2420,625,0,130,0
132579701001,1060,0,1050,0,0,0,0
132579701002,1960,105,1410,300,25,125,0
132579701003,550,10,530,0,0,4,0
132579701004,640,0,465,175,0,0,0
132579701005,1470,35,1235,190,0,0,4
132579702001,860,0,800,65,0,0,0
132579702002,1765,0,1715,50,0,0,0
132579702003,1720,25,1675,15,0,0,0
132579703011,570,0,235,335,0,0,0
132579703012,765,90,595,55,4,0,0
132579703013,335,0,310,25,0,0,0
132579703014,615,0,230,385,0,0,0
132579703021,1010,0,890,120,0,0,0
132579703022,1165,0,1055,110,0,0,0
132579704001,1525,55,1260,210,0,0,0
132579704002,1585,0,1430,150,0,0,0
132579704003,1080,60,990,15,0,0,0
132579704004,1130,0,1030,85,15,0,0
132599501001,950,4,270,650,0,0,0
132599501002,645,0,315,260,0,15,0
132599504001,450,15,150,285,0,0,0
132599504002,895,0,425,470,0,0,0
132599504003,530,0,75,455,0,0,0
132619501001,765,50,470,235,0,4,0
132619502001,1425,0,720,635,0,70,0
132619502002,735,10,245,385,0,0,0
132619502003,915,0,260,655,0,0,0
132619502004,545,10,0,530,0,0,0
132619503001,1110,10,145,910,0,40,0
132619503002,945,0,665,280,0,0,0
132619503003,440,0,30,405,0,0,0
132619503004,485,0,30,455,0,0,0
132619503005,2045,10,450,1580,0,0,0
132619504001,750,15,560,170,0,4,0
132619504002,875,75,595,195,0,0,0
132619504003,600,0,285,315,0,0,0
132619505001,1055,10,425,565,0,55,0
132619505002,735,15,660,50,0,15,0
132619505003,610,0,235,375,0,0,0
132619506001,245,10,15,220,0,0,0
132619506002,540,15,290,240,0,0,0
132619506003,790,0,540,230,0,0,0
132619507001,1280,20,555,625,0,0,0
132619507002,950,65,390,500,0,0,0
132619507003,1135,0,365,770,0,0,0
132619507004,1500,85,835,545,0,4,0
132619508001,710,0,555,155,0,0,0
132619508002,540,0,105,420,0,10,0
132619508003,615,15,535,65,0,0,0
132639601001,760,0,360,390,0,10,0
132639601002,1180,10,600,560,0,0,0
132639602001,760,4,120,630,4,0,0
132639602002,1085,4,485,575,0,15,0
132639603001,470,0,145,325,0,0,0
132639603002,970,4,520,440,0,0,0
132650102001,480,20,245,215,0,0,0
132650102002,470,0,125,345,0,0,0
132650102003,375,0,95,280,0,0,0
132679501001,535,0,525,4,0,0,0
132679501002,540,0,525,15,0,0,0
132679501003,605,25,425,145,0,0,0
132679501004,620,20,510,90,0,0,0
132679502011,1205,35,870,300,0,0,0
132679502012,1630,10,1070,535,0,0,0
132679502021,4580,285,1495,2685,50,20,4
132679502022,1555,430,1125,4,0,0,0
132679503001,2710,145,1240,1295,4,20,0
132679503002,555,4,420,130,0,0,0
132679503003,950,35,800,115,0,0,0
132679503004,345,0,95,245,0,0,0
132679504001,1050,25,880,145,0,0,0
132679504002,720,0,545,175,0,0,0
132679504003,460,20,445,0,0,0,0
132679504004,1150,55,860,235,0,0,0
132699501001,1065,30,815,205,0,0,0
132699502001,735,4,320,410,0,0,0
132699502002,1085,140,650,230,0,70,0
132699503001,1035,0,330,705,0,0,0
132699503002,1095,0,405,690,0,0,0
132699503003,845,0,715,130,0,0,0
132699503004,555,0,550,10,0,0,0
132719501001,1945,0,755,1075,0,0,0
132719501002,2065,35,835,1190,4,0,0
132719501003,1095,0,870,220,0,0,0
132719501004,515,30,220,265,0,0,0
132719501005,2130,10,1130,990,0,0,0
132719502001,620,0,485,130,0,0,0
132719502002,730,25,680,25,0,0,0
132719505001,800,0,540,260,0,0,0
132719505002,770,0,420,350,0,0,0
132719505003,755,0,505,250,0,0,0
132731202001,450,0,225,205,0,25,0
132731202002,735,0,535,200,0,0,0
132731203001,525,0,145,370,0,4,0
132731203002,750,0,50,700,0,0,0
132731203003,440,0,0,440,0,0,0
132731203004,470,0,255,210,0,0,0
132731204001,1010,4,330,675,0,0,0
132731204002,515,0,275,245,0,0,0
132731204003,520,0,70,450,0,0,0
132731205001,1130,110,760,260,0,0,0
132759601001,515,0,335,170,0,0,0
132759601002,480,20,180,275,0,0,0
132759602001,1830,4,1390,360,0,0,0
132759602002,1305,4,1195,75,0,10,0
132759603001,680,15,470,185,0,0,0
132759603002,1045,75,740,175,50,0,0
132759604001,560,10,370,170,0,0,0
132759604002,1210,0,925,235,10,0,0
132759605001,2275,0,1730,545,0,0,0
132759605002,1345,35,870,445,0,0,0
132759605003,1500,0,1065,400,0,0,0
132759606001,910,95,585,205,0,0,0
132759606002,1190,0,1110,65,0,0,0
132759606003,595,0,165,425,0,0,0
132759606004,900,0,545,355,0,0,0
132759606005,815,0,625,195,0,0,0
132759607001,1185,0,670,445,0,0,0
132759607002,950,15,215,725,0,0,0
132759607003,755,10,130,520,0,0,0
132759607004,490,30,100,360,0,0,0
132759607005,650,0,0,650,0,0,0
132759607006,535,20,365,130,0,0,25
132759608001,585,0,535,50,0,0,0
132759608002,945,0,75,870,0,0,0
132759608003,690,0,35,660,0,0,0
132759608004,210,4,4,205,0,0,0
132759608005,1520,55,990,465,0,4,0
132759609001,880,10,470,405,0,0,0
132759609002,1145,10,665,350,0,0,0
132759609003,685,0,250,435,0,0,0
132759610001,1420,0,1170,250,0,0,0
132759610002,735,0,470,265,0,0,0
132759610003,930,0,695,235,0,0,0
132759611001,470,70,140,265,0,0,0
132759611002,825,15,630,175,0,0,0
132759611003,515,0,300,210,0,0,0
132779601001,785,20,755,0,0,10,0
132779601002,895,20,840,35,0,0,0
132779602001,1105,0,920,180,0,0,0
132779602002,915,70,660,180,0,0,0
132779603001,435,0,435,0,0,0,0
132779603002,660,0,300,275,0,25,0
132779603003,3280,160,2545,565,0,10,0
132779603004,635,0,450,30,4,145,0
132779603005,805,0,640,125,0,0,0
132779603006,325,0,325,0,0,0,0
132779604001,270,35,90,145,0,0,0
132779604002,505,0,495,0,0,0,0
132779604003,1340,155,580,590,4,0,0
132779604004,1035,105,885,35,10,0,0
132779604005,335,0,300,40,0,0,0
132779604006,565,0,385,175,0,4,0
132779605001,2175,20,1985,90,0,70,0
132779605002,1210,60,1120,25,0,0,0
132779606001,1010,10,385,615,0,0,0
132779606002,2380,545,370,1405,0,25,0
132779606003,425,0,0,425,0,0,0
132779606004,980,0,0,980,0,0,0
132779607001,780,0,135,635,0,0,0
132779607002,1195,45,945,170,0,20,0
132779607003,650,0,0,615,0,0,0
132779607004,390,15,15,360,0,0,0
132779608001,630,35,555,25,20,0,0
132779608002,695,195,355,145,0,4,0
132779609001,480,0,450,25,0,4,0
132779609002,930,35,810,90,0,0,0
132779609003,1030,0,420,595,10,0,0
132799701001,1355,35,1130,165,0,0,0
132799701002,650,155,375,120,0,0,0
132799701003,730,45,180,510,0,0,0
132799701004,685,0,685,0,0,0,0
132799702001,1115,35,540,540,0,0,0
132799702002,765,0,750,15,0,0,0
132799702003,560,0,530,35,0,0,0
132799702004,700,45,135,525,0,0,0
132799702005,865,0,320,545,0,0,0
132799703001,1135,0,745,390,0,0,0
132799703002,660,0,125,530,4,0,0
132799703003,890,0,785,105,0,0,0
132799703004,575,0,500,75,0,0,0
132799703005,825,190,505,115,0,10,0
132799704001,300,0,165,140,0,0,0
132799704002,615,20,310,235,0,20,0
132799704003,810,130,505,100,0,70,0
132799704004,1130,110,775,230,0,10,0
132799705001,500,95,320,85,0,0,0
132799705002,1095,35,915,140,0,10,0
132799705003,660,0,620,15,0,0,0
132799706001,725,0,670,20,0,0,0
132799706002,1065,145,835,60,0,0,0
132799706003,445,10,330,110,0,0,0
132819601001,1505,40,1400,35,20,0,0
132819601002,975,25,945,0,0,0,0
132819601003,1305,135,1055,80,10,0,0
132819602001,1440,25,1385,15,0,15,0
132819602002,1420,0,1420,0,0,0,0
132819603001,1355,0,1305,0,10,30,0
132819603002,980,25,945,0,0,10,0
132819603003,1125,15,1080,15,0,4,0
132839601001,550,50,500,0,0,0,0
132839601002,605,0,580,25,0,0,0
132839602001,640,0,570,70,0,0,0
132839602002,505,0,375,130,0,0,0
132839602003,1130,0,675,455,0,0,0
132839602004,425,0,340,85,0,0,0
132839602005,1355,25,745,570,0,0,0
132859601001,1235,20,720,480,0,0,0
132859601002,625,0,335,285,0,0,0
132859601003,1250,85,775,355,20,0,0
132859601004,1770,0,1615,110,0,0,0
132859602011,2500,80,1820,310,0,260,0
132859602021,1885,25,1485,340,0,40,0
132859603001,710,10,655,30,0,0,0
132859603002,1000,125,765,110,0,0,0
132859603003,1475,20,1435,20,0,0,0
132859604001,350,0,245,105,0,0,0
132859604002,2085,60,1005,890,0,60,0
132859604003,1755,45,1095,590,0,25,0
132859605011,995,0,625,350,15,0,0
132859605012,685,25,145,515,0,0,0
132859605013,940,0,545,395,0,0,0
132859605014,1000,10,575,420,0,0,0
132859605021,1825,0,1160,615,0,20,0
132859605022,4005,15,2005,1885,0,70,0
132859606001,1290,35,885,370,0,0,0
132859606002,1255,40,290,910,0,0,0
132859606003,245,25,10,210,0,0,0
132859606004,970,0,105,795,0,40,0
132859607001,785,0,4,785,0,0,0
132859607002,1295,90,1045,125,0,0,0
132859607003,1015,70,620,255,0,50,0
132859607004,1055,10,645,395,0,0,0
132859608001,835,0,455,380,0,0,0
132859608002,995,0,370,625,0,0,0
132859608003,675,0,200,475,0,0,0
132859609011,615,15,220,380,0,0,0
132859609012,1245,0,580,555,55,50,0
132859609013,855,75,280,500,0,0,0
132859609021,1315,15,960,345,0,0,0
132859609022,2590,20,2255,270,0,10,0
132859609023,1415,55,970,395,0,0,0
132859610001,1220,110,960,135,0,0,0
132859610002,1115,35,685,390,0,0,0
132859610003,880,0,90,795,0,0,0
132859610004,925,0,395,530,0,0,0
132859611001,1310,40,895,355,15,0,0
132859611002,910,0,815,85,0,0,0
132879702001,805,50,730,25,0,0,0
132879702002,615,0,555,60,0,0,0
132879702003,485,0,50,435,0,0,0
132879702004,740,0,30,710,0,0,0
132879702005,855,40,230,585,0,0,0
132879703001,1125,75,670,375,0,10,0
132879703002,410,0,410,0,0,0,0
132879703003,515,30,465,4,0,20,0
132879703004,345,0,300,45,0,0,0
132890601001,855,0,405,435,0,0,0
132890601002,1115,4,270,840,0,0,0
132890601003,605,0,555,50,0,0,0
132890601004,960,20,845,95,0,0,0
132890602001,1035,10,445,580,0,0,0
132890602002,935,0,610,325,0,0,0
132890602003,650,0,345,290,0,15,0
132890602004,410,0,205,205,0,0,0
132910001011,2670,50,2595,0,0,0,0
132910001021,1015,0,1010,0,0,4,0
132910001022,1405,85,1240,15,0,4,0
132910001023,2065,0,2045,0,0,20,0
132910002011,505,10,475,15,0,0,0
132910002012,1880,10,1860,0,0,0,0
132910002031,1180,0,1150,20,0,0,0
132910002032,770,0,765,0,0,4,0
132910002041,1085,15,1055,0,0,15,0
132910002042,1355,30,1325,0,0,0,0
132910002051,900,0,875,4,0,15,0
132910002052,2535,4,2360,110,50,0,0
